ticket_id,install,opened,category,body,first_response_h,resolved
T000277,I00314,2024-07-07,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T000278,I00316,2025-10-09,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T000279,I00317,2025-01-31,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T000280,I00317,2025-07-01,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T000281,I00318,2026-04-18,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T000282,I00319,2025-09-11,electrical,"control board error code 21, replaced the relay, fault cleared",4,True
T000283,I00321,2026-01-19,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T000284,I00321,2025-07-22,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T000285,I00321,2025-07-31,user-error,"guard interlock left open, machine correctly refused to start, user error",12,True
T000286,I00322,2025-05-26,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,False
T000287,I00324,2025-09-09,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T000288,I00324,2025-02-01,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",4,True
T000289,I00328,2025-03-13,wear,"drive wear and vibration, continuous three shift operation since install",18,False
T000290,I00330,2025-07-27,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T000291,I00331,2026-01-27,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,True
T000292,I00331,2026-01-27,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T000293,I00332,2025-10-24,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T000294,I00332,2025-09-12,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T000295,I00332,2025-04-13,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T000296,I00333,2025-07-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T000297,I00334,2025-10-23,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",4,True
T000298,I00334,2025-11-27,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,False
T000299,I00334,2025-12-27,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T000300,I00335,2024-09-08,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T000301,I00336,2026-06-19,electrical,"control board error code 21, replaced the relay, fault cleared",40,True
T000302,I00337,2024-08-11,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",54,True
T000303,I00338,2025-07-17,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T000304,I00340,2026-02-25,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T000305,I00342,2025-09-01,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",1,True
T000306,I00343,2025-03-28,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",30,True
T000307,I00344,2025-09-01,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,False
T000308,I00344,2025-03-13,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,True
T000309,I00344,2024-08-14,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T000310,I00344,2025-07-20,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
T000311,I00348,2026-03-03,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T000312,I00348,2025-09-01,wear,"drive wear and vibration, continuous three shift operation since install",54,False
T000313,I00351,2024-10-23,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",18,True
T000314,I00351,2025-05-16,user-error,"guard interlock left open, machine correctly refused to start, user error",1,True
T000315,I00352,2024-07-22,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",30,False
T000316,I00354,2025-01-09,user-error,"guard interlock left open, machine correctly refused to start, user error",40,False
T000317,I00355,2026-06-08,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T000318,I00357,2026-01-22,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",18,False
T000319,I00358,2025-06-24,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",8,True
T000320,I00358,2025-12-06,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T000321,I00358,2025-09-12,electrical,"control board error code 21, replaced the relay, fault cleared",3,True
T000322,I00360,2024-04-03,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T000323,I00362,2025-08-27,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T000324,I00362,2026-04-05,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",3,True
T000325,I00363,2025-01-29,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T000326,I00364,2025-09-05,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",18,True
T000327,I00365,2025-08-28,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",8,True
T000328,I00365,2025-06-30,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",18,True
T000329,I00366,2025-05-12,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T000330,I00366,2025-04-14,electrical,"control board error code 21, replaced the relay, fault cleared",30,True
T000331,I00367,2024-09-21,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T000332,I00367,2025-03-29,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T000333,I00367,2024-12-22,user-error,"guard interlock left open, machine correctly refused to start, user error",54,True
T000334,I00371,2025-02-04,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T000335,I00372,2025-03-07,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",12,True
T000336,I00373,2024-10-22,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",40,True
T000337,I00373,2025-06-09,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",8,False
T000338,I00373,2024-10-18,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T000339,I00373,2025-05-27,electrical,"control board error code 21, replaced the relay, fault cleared",1,True
T000340,I00378,2026-04-21,user-error,"guard interlock left open, machine correctly refused to start, user error",54,True
T000341,I00385,2024-12-27,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",30,True
T000342,I00386,2025-10-30,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",18,True
T000343,I00388,2025-02-06,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T000344,I00389,2026-01-23,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T000345,I00389,2025-07-16,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,True
T000346,I00391,2026-01-22,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",18,True
T000347,I00392,2024-09-23,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T000348,I00393,2024-12-21,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T000349,I00393,2025-04-01,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",18,True
T000350,I00394,2024-10-26,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T000351,I00394,2025-07-09,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T000352,I00395,2026-02-02,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T000353,I00395,2025-07-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T000354,I00395,2025-08-23,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,True
T000355,I00395,2025-09-17,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T000356,I00395,2026-04-26,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",12,True
T000357,I00397,2024-11-24,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T000358,I00399,2025-01-18,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",30,True
T000359,I00400,2025-06-11,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T000360,I00400,2026-02-22,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",96,True
T000361,I00401,2025-11-06,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T000362,I00401,2025-06-19,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,True
T000363,I00410,2025-08-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T000364,I00410,2025-08-20,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T000365,I00410,2025-04-30,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T000366,I00411,2025-10-31,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T000367,I00411,2025-11-25,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T000368,I00412,2024-09-05,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T000369,I00413,2026-07-31,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,True
